scientific_name_original,scientific_name_matched,common_name_en,iucn,at_way_canguk,at_way_titias,at_danau_ranau,habitat_tier,wcrs_text,wc_from_text_only,sources,birdnet_label,in_birdnet_v24
Psilopogon chrysopogon,Psilopogon chrysopogon,Gold-whiskered Barbet,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Psilopogon chrysopogon_Gold-whiskered Barbet,True
Psilopogon duvaucelii,Psilopogon duvaucelii,Black-eared Barbet,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail;ebird_hotspot_L7940372,Psilopogon duvaucelii_Blue-eared Barbet,True
Psilopogon haemacephalus,Psilopogon haemacephalus,Coppersmith Barbet,,False,True,False,mid,False,False,gooddie2015;ebird_ID-SM-LA;ebird_hotspot_L7940372,Psilopogon haemacephalus_Coppersmith Barbet,True
Psilopogon henricii,Psilopogon henricii,Yellow-crowned Barbet,NT,True,True,False,lowland,True,False,gooddie2015;brickle_wcrs;ebird_ID-SM-LA,Psilopogon henricii_Yellow-crowned Barbet,True
Psilopogon mystacophanos,Psilopogon mystacophanos,Red-throated Barbet,NT,True,True,True,lowland,True,False,gooddie2015;brickle_wcrs;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Psilopogon mystacophanos_Red-throated Barbet,True
Psilopogon oorti,Psilopogon oorti,Black-browed Barbet,,False,True,True,mid,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat,Psilopogon oorti_Black-browed Barbet,True
Psilopogon pyrolophus,Psilopogon pyrolophus,Fire-tufted Barbet,,True,False,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Psilopogon pyrolophus_Fire-tufted Barbet,True
Psilopogon rafflesii,Psilopogon rafflesii,Red-crowned Barbet,NT,True,False,True,lowland,True,False,gooddie2015;brickle_wcrs;ebird_ID-SM-LA;ebird_Bengkunat;ebird_hotspot_L7940372,Psilopogon rafflesii_Red-crowned Barbet,True
Psittacula alexandri,Psittacula alexandri,Red-breasted Parakeet,,True,False,False,lowland,False,False,gooddie2015,Psittacula alexandri_Red-breasted Parakeet,True
Psittacula longicauda,Psittacula longicauda,Long-tailed Parakeet,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat,Psittacula longicauda_Long-tailed Parakeet,True
Psittinus cyanurus,Psittinus cyanurus,Blue-rumped Parrot,NT,True,False,False,lowland,True,False,gooddie2015;brickle_wcrs;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Psittinus cyanurus_Blue-rumped Parrot,True
Pterorhinus mitratus,Pterorhinus mitratus,Chestnut-capped Laughingthrush,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Pterorhinus mitratus_Chestnut-capped Laughingthrush,True
Pteruthius aeralatus,Pteruthius aeralatus,White-browed Shrike-Babbler,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Pteruthius aeralatus_Blyth's Shrike-Babbler,True
Pteruthius flaviscapis,,White-browed Shrike Babbler,,False,False,True,montane,False,False,gooddie2015,,False
Ptilinopus melanospilus,Ptilinopus melanospilus,Black-naped Fruit-Dove,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Ptilinopus melanospilus_Black-naped Fruit-Dove,True
Pycnonotus atriceps,Brachypodius melanocephalos,Black-headed Bulbul,,True,True,True,lowland,False,False,gooddie2015,Brachypodius melanocephalos_Black-headed Bulbul,True
Pycnonotus aurigaster,Pycnonotus aurigaster,Sooty-headed Bulbul,,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Pycnonotus aurigaster_Sooty-headed Bulbul,True
Pycnonotus bimaculatus,,Orange-spotted Bulbul,,False,False,True,montane,False,False,gooddie2015,,False
Pycnonotus brunneus,Pycnonotus brunneus,Red-eyed Bulbul,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Pycnonotus brunneus_Red-eyed Bulbul,True
Pycnonotus cyaniventris,,Grey-bellied Bulbul,NT,True,True,True,lowland,True,False,gooddie2015;brickle_wcrs,,False
Pycnonotus dispar,,Ruby-throated Bulbul,,True,True,True,lowland,True,False,gooddie2015;andriyani2022,,False
Pycnonotus erythropthalmos,,Spectacled Bulbul,,True,False,False,lowland,False,False,gooddie2015,,False
Pycnonotus eutilotus,,Puff-backed Bulbul,,True,False,False,lowland,False,False,gooddie2015,,False
Pycnonotus goiavier,Pycnonotus goiavier,Yellow-vented Bulbul,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail;ebird_hotspot_L7940372,Pycnonotus goiavier_Yellow-vented Bulbul,True
Pycnonotus leucogrammicus,,Cream-striped Bulbul,,False,True,True,mid,False,False,gooddie2015,,False
Pycnonotus plumosus,Pycnonotus plumosus,Olive-winged Bulbul,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail;ebird_hotspot_L7940372,Pycnonotus plumosus_Olive-winged Bulbul,True
Pycnonotus simplex,Pycnonotus simplex,Cream-vented Bulbul,,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail;ebird_hotspot_L7940372,Pycnonotus simplex_Cream-vented Bulbul,True
Pycnonotus squamatus,,Scaly-breasted Bulbul,NT,True,False,False,lowland,True,False,gooddie2015;brickle_wcrs,,False
Pycnonotus tympanistrigus,,Spot-necked Bulbul,NT,False,False,True,montane,False,False,gooddie2015;ebird_ID-SM-LA,,False
Pycnonotus zeylanicus,Pycnonotus zeylanicus,Straw-headed Bulbul,VU,False,False,False,unknown,False,False,gooddie2015,Pycnonotus zeylanicus_Straw-headed Bulbul,True
Rallina eurizonoides,Rallina eurizonoides,Slaty-legged Crake,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Rallina eurizonoides_Slaty-legged Crake,True
Rallina fasciata,Rallina fasciata,Red-legged Crake,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat,Rallina fasciata_Red-legged Crake,True
Ramphiculus jambu,,Jambu Fruit Dove,NT,True,False,False,lowland,True,False,gooddie2015;brickle_wcrs;ebird_ID-SM-LA,,False
Rediscovery of,,"Zetra, B., Rafiastanto, A., Rombang, W. & Trainor, C. (2002)",,False,False,False,unknown,False,False,gooddie2015,,False
Retrieved from,,Selatan.,,False,False,False,unknown,False,False,gooddie2015,,False
Rhabdotorrhinus corrugatus,Rhabdotorrhinus corrugatus,Wrinkled Hornbill,NT,False,False,False,unknown,False,False,gooddie2015;ebird_ID-SM-LA,Rhabdotorrhinus corrugatus_Wrinkled Hornbill,True
Rhaphidura leucopygialis,Rhaphidura leucopygialis,Silver-rumped Spinetail,,True,False,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat,Rhaphidura leucopygialis_Silver-rumped Needletail,True
Rhinomyias brunneatus,,Brown-chested Jungle Flycatcher,VU,False,False,False,unknown,False,False,gooddie2015,,False
Rhinomyias olivacea,Cyornis olivaceus,Fulvous-chested Jungle Flycatcher,,True,True,False,lowland,False,False,gooddie2015,Cyornis olivaceus_Fulvous-chested Jungle-Flycatcher,True
Rhinomyias umbratilis,Cyornis umbratilis,Grey-chested Jungle Flycatcher,NT,False,True,False,mid,False,False,gooddie2015,Cyornis umbratilis_Gray-chested Jungle-Flycatcher,True
Rhinoplax vigil,,"Collar, N. J. (2015) Helmeted Hornbills",CR,True,True,True,lowland,True,False,gooddie2015;brickle_wcrs;ebird_ID-SM-LA,,False
Rhinortha chlorophaea,Rhinortha chlorophaea,Raffles’s Malkoha,,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Rhinortha chlorophaea_Raffles's Malkoha,True
Rhipidura albicollis,Rhipidura albicollis,White-throated Fantail,,False,True,True,mid,False,False,gooddie2015;ebird_ID-SM-LA,Rhipidura albicollis_White-throated Fantail,True
Rhipidura javanica,Rhipidura javanica,Malaysian Pied-Fantail,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Rhipidura javanica_Malaysian Pied-Fantail,True
Rhipidura perlata,Rhipidura perlata,Spotted Fantail,,False,True,True,mid,False,False,gooddie2015;ebird_ID-SM-LA,Rhipidura perlata_Spotted Fantail,True
Rhizothera longirostris,,Long-billed Partridge,NT,False,True,False,mid,False,False,gooddie2015;ebird_ID-SM-LA,,False
Rhyticeros undulatus,Rhyticeros undulatus,Wreathed Hornbill,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail;ebird_hotspot_L7940372,Rhyticeros undulatus_Wreathed Hornbill,True
Rimator albostriatus,,Sumatran Wren Babbler,,False,True,True,mid,False,False,gooddie2015,,False
Rollulus rouloul,Rollulus rouloul,Crested Partridge,NT,True,True,False,lowland,True,False,gooddie2015;brickle_wcrs;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Rollulus rouloul_Crested Partridge,True
Rostratula benghalensis,Rostratula benghalensis,Greater Painted-Snipe,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Rostratula benghalensis_Greater Painted-Snipe,True
Rubigula cyaniventris,,Gray-bellied Bulbul,,False,False,False,unknown,False,False,ebird_ID-SM-LA;ebird_Bengkunat,,False
Rubigula dispar,,Ruby-throated Bulbul,,False,False,False,unknown,False,False,ebird_ID-SM-LA,,False
Rubigula erythropthalmos,Rubigula erythropthalmos,Spectacled Bulbul,,False,False,False,unknown,False,False,ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Rubigula erythropthalmos_Spectacled Bulbul,True
Rubigula squamata,,Scaly-breasted Bulbul,,False,False,False,unknown,False,False,ebird_ID-SM-LA;ebird_Bengkunat,,False
Sasia abnormis,Sasia abnormis,Rufous Piculet,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Sasia abnormis_Rufous Piculet,True
Scolopax saturata,,Javan Woodcock,NT,False,False,True,montane,False,False,gooddie2015,,False
Seicercus castaniceps,Phylloscopus castaniceps,Chestnut-crowned Warbler,,False,True,True,mid,False,False,gooddie2015,Phylloscopus castaniceps_Chestnut-crowned Warbler,True
Serilophus lunatus,Serilophus lunatus,Silver-breasted Broadbill,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Serilophus lunatus_Silver-breasted Broadbill,True
Setornis criniger,,Hook-billed Bulbul,,False,False,False,unknown,False,False,ebird_ID-SM-LA,,False
Shortell for,,"number of key references, and to Troy",,False,False,False,unknown,False,False,gooddie2015,,False
Sitta azurea,,Blue Nuthatch,,False,True,True,mid,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat,,False
Sitta frontalis,Sitta frontalis,Velvet-fronted Nuthatch,,True,False,True,lowland,True,False,gooddie2015;andriyani2022;ebird_ID-SM-LA;ebird_ForestTrail,Sitta frontalis_Velvet-fronted Nuthatch,True
Spilopelia chinensis,,Eastern Spotted Dove,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail;ebird_hotspot_L7940372,,False
Spilornis cheela,Spilornis cheela,Crested Serpent Eagle,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail;ebird_hotspot_L7940372,Spilornis cheela_Crested Serpent-Eagle,True
Stachyridopsis chrysaea,Cyanoderma chrysaeum,Golden Babbler,,False,True,True,mid,False,False,gooddie2015,Cyanoderma chrysaeum_Golden Babbler,True
Stachyridopsis rufifrons,Cyanoderma rufifrons,Rufous-fronted Babbler,,True,True,False,lowland,False,False,gooddie2015,Cyanoderma rufifrons_Rufous-fronted Babbler,True
Stachyris erythroptera,Cyanoderma erythropterum,Chestnut-winged Babbler,,True,False,False,lowland,False,False,gooddie2015,Cyanoderma erythropterum_Chestnut-winged Babbler,True
Stachyris leucotis,,White-necked Babbler,,False,False,False,unknown,False,False,ebird_ID-SM-LA,,False
Stachyris maculata,Stachyris maculata,Chestnut-rumped Babbler,NT,True,True,False,lowland,True,False,gooddie2015;brickle_wcrs;ebird_ID-SM-LA;ebird_Bengkunat,Stachyris maculata_Chestnut-rumped Babbler,True
Stachyris nigriceps,Stachyris nigriceps,Grey-throated Babbler,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Stachyris nigriceps_Gray-throated Babbler,True
Stachyris nigricollis,Stachyris nigricollis,Black-throated Babbler,NT,True,False,False,lowland,True,False,gooddie2015;brickle_wcrs;ebird_ID-SM-LA;ebird_Bengkunat,Stachyris nigricollis_Black-throated Babbler,True
Stachyris poliocephala,Stachyris poliocephala,Grey-headed Babbler,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_ForestTrail,Stachyris poliocephala_Gray-headed Babbler,True
Stachyris strialata,Stachyris strialata,Spot-necked Babbler,,False,True,True,mid,False,False,gooddie2015;ebird_ID-SM-LA,Stachyris strialata_Spot-necked Babbler,True
Stercorarius parasiticus,Stercorarius parasiticus,Parasitic Jaeger,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Stercorarius parasiticus_Parasitic Jaeger,True
Sterna dougallii,Sterna dougallii,Roseate Tern,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Sterna dougallii_Roseate Tern,True
Sterna hirundo,Sterna hirundo,Common Tern,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing,Sterna hirundo_Common Tern,True
Sterna sumatrana,Sterna sumatrana,Black-naped Tern,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Sterna sumatrana_Black-naped Tern,True
Sternula albifrons,Sternula albifrons,Little Tern,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Sternula albifrons_Little Tern,True
Strix leptogrammica,Strix leptogrammica,Brown Wood-Owl,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Strix leptogrammica_Brown Wood-Owl,True
Sula leucogaster,Sula leucogaster,Brown Booby,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Sula leucogaster_Brown Booby,True
Sula sula,Sula sula,Red-footed Booby,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Sula sula_Red-footed Booby,True
Sumatra bird,,"Holmes, D. A. (1996)",,False,False,False,unknown,False,False,gooddie2015,,False
Sumatra of,,second to fourth records from,,False,False,False,unknown,False,False,gooddie2015,,False
Surniculus lugubris,Surniculus lugubris,Square-tailed Drongo Cuckoo,,False,True,False,mid,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Surniculus lugubris_Square-tailed Drongo-Cuckoo,True
Synoicus chinensis,Synoicus chinensis,Asian Blue Quail,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Synoicus chinensis_Blue-breasted Quail,True
Tachyspiza gularis,,Japanese Sparrowhawk,,False,False,False,unknown,False,False,ebird_ID-SM-LA,,False
Tachyspiza soloensis,,Chinese Sparrowhawk,,False,False,False,unknown,False,False,ebird_ID-SM-LA,,False
Tachyspiza virgata,,Besra,,False,False,False,unknown,False,False,ebird_ID-SM-LA,,False
Taenioptynx sylvaticus,,Sunda Owlet,,False,False,False,unknown,False,False,ebird_ID-SM-LA,,False
Tephrodornis gularis,Tephrodornis virgatus,Large Woodshrike,,True,True,False,lowland,False,False,gooddie2015,Tephrodornis virgatus_Large Woodshrike,True
Tephrodornis virgatus,Tephrodornis virgatus,Large Woodshrike,,False,False,False,unknown,False,False,ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Tephrodornis virgatus_Large Woodshrike,True
Terpsiphone affinis,Terpsiphone affinis,Blyth's Paradise-Flycatcher,,False,False,False,unknown,False,False,ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Terpsiphone affinis_Blyth's Paradise-Flycatcher,True
Terpsiphone atrocaudata,Terpsiphone atrocaudata,Black Paradise-Flycatcher,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Terpsiphone atrocaudata_Japanese Paradise-Flycatcher,True
Terpsiphone incei,Terpsiphone incei,Amur Paradise-Flycatcher,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Terpsiphone incei_Amur Paradise-Flycatcher,True
Terpsiphone paradisi,Terpsiphone paradisi,Asian Paradise-flycatcher,,True,True,True,lowland,False,False,gooddie2015,Terpsiphone paradisi_Indian Paradise-Flycatcher,True
Thalasseus bengalensis,Thalasseus bengalensis,Lesser Crested Tern,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Thalasseus bengalensis_Lesser Crested Tern,True
Thalasseus bergii,Thalasseus bergii,Great Crested Tern,,False,False,False,unknown,False,False,ebird_ID-SM-LA;ebird_Belimbing,Thalasseus bergii_Great Crested Tern,True
The birds,,"van Marle, J. G. & Voous, K. H. (1988)",,False,False,False,unknown,False,False,gooddie2015,,False
Thinornis dubius,,Little Ringed Plover,,False,False,False,unknown,False,False,ebird_ID-SM-LA,,False
Three taxa,,& Collar (2014).,,False,False,False,unknown,False,False,gooddie2015,,False
Threskiornis melanocephalus,Threskiornis melanocephalus,Black-headed Ibis,NT,False,False,False,unknown,False,False,gooddie2015,Threskiornis melanocephalus_Black-headed Ibis,True
Todiramphus chloris,Todiramphus chloris,Collared Kingfisher,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail;ebird_hotspot_L7940372,Todiramphus chloris_Collared Kingfisher,True
Todiramphus sanctus,Todiramphus sanctus,Sacred Kingfisher,,False,False,False,unknown,False,False,ebird_ID-SM-LA;ebird_Belimbing,Todiramphus sanctus_Sacred Kingfisher,True
Treron capellei,,Large Green Pigeon,VU,True,False,False,lowland,True,False,gooddie2015;brickle_wcrs;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,,False
Treron curvirostra,Treron curvirostra,Thick-billed Green Pigeon,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Treron curvirostra_Thick-billed Green-Pigeon,True
Treron fulvicollis,Treron fulvicollis,Cinnamon-headed Green-Pigeon,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Treron fulvicollis_Cinnamon-headed Green-Pigeon,True
Treron olax,Treron olax,Little Green Pigeon,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Treron olax_Little Green-Pigeon,True
Treron oxyurus,,Sumatran Green Pigeon,NT,True,True,True,lowland,True,False,gooddie2015;brickle_wcrs;ebird_ID-SM-LA;ebird_hotspot_L7940372,,False
Treron sphenurus,Treron sphenurus,Wedge-tailed Green Pigeon,,False,True,False,mid,False,False,gooddie2015;ebird_ID-SM-LA,Treron sphenurus_Wedge-tailed Green-Pigeon,True
Treron vernans,Treron vernans,Pink-necked Green Pigeon,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail;ebird_hotspot_L7940372,Treron vernans_Pink-necked Green-Pigeon,True
Trichastoma bicolor,Pellorneum bicolor,Ferruginous Babbler,,True,False,False,lowland,False,False,gooddie2015,Pellorneum bicolor_Ferruginous Babbler,True
Trichastoma rostratum,Pellorneum rostratum,White-chested Babbler,NT,True,True,False,lowland,True,False,gooddie2015;brickle_wcrs,Pellorneum rostratum_White-chested Babbler,True
Trichixos pyrropyga,Copsychus pyrropygus,Rufous-tailed Shama,NT,True,False,False,lowland,False,False,gooddie2015,Copsychus pyrropygus_Rufous-tailed Shama,True
Trichoglossus haematodus,Trichoglossus haematodus,Coconut Lorikeet,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Trichoglossus haematodus_Coconut Lorikeet,True
Tricholestes criniger,Tricholestes criniger,Hairy-backed Bulbul,,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Tricholestes criniger_Hairy-backed Bulbul,True
Tringa glareola,Tringa glareola,Wood Sandpiper,,False,False,False,unknown,False,False,ebird_ID-SM-LA;ebird_Bengkunat,Tringa glareola_Wood Sandpiper,True
Tringa nebularia,Tringa nebularia,Common Greenshank,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Tringa nebularia_Common Greenshank,True
Tringa totanus,Tringa totanus,Common Redshank,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing,Tringa totanus_Common Redshank,True
Turdinus epilepidota,,Eyebrowed Wren Babbler,,False,True,True,mid,False,False,gooddie2015,,False
Turdinus macrodactylus,Turdinus macrodactylus,Large Wren Babbler,NT,False,False,False,unknown,False,False,gooddie2015,Turdinus macrodactylus_Large Wren-Babbler,True
Turdinus marmoratus,Turdinus marmoratus,Marbled Wren Babbler,,False,False,True,montane,False,False,gooddie2015;ebird_ID-SM-LA,Turdinus marmoratus_Marbled Wren-Babbler,True
Turdinus rufipectus,,Rusty-breasted Wren Babbler,,False,False,True,montane,False,False,gooddie2015,,False
Turdus obscurus,Turdus obscurus,Eyebrowed Thrush,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Turdus obscurus_Eyebrowed Thrush,True
Turnix suscitator,Turnix suscitator,Barred Buttonquail,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing,Turnix suscitator_Barred Buttonquail,True
Tyto javanica,,Eastern Barn Owl,,False,False,False,unknown,False,False,ebird_ID-SM-LA,,False
Xenus cinereus,Xenus cinereus,Terek Sandpiper,,False,False,False,unknown,False,False,ebird_ID-SM-LA;ebird_Belimbing;ebird_DanauMenjukut,Xenus cinereus_Terek Sandpiper,True
Yungipicus canicapillus,Yungipicus canicapillus,Gray-capped Pygmy Woodpecker,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Yungipicus canicapillus_Gray-capped Pygmy Woodpecker,True
Yungipicus moluccensis,Yungipicus moluccensis,Sunda Pygmy Woodpecker,,False,False,False,unknown,False,False,ebird_ID-SM-LA;ebird_Bengkunat;ebird_DanauMenjukut,Yungipicus moluccensis_Sunda Pygmy Woodpecker,True
Zanclostomus javanicus,,Red-billed Malkoha,,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,,False
Zapornia fusca,Zapornia fusca,Ruddy-breasted Crake,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Zapornia fusca_Ruddy-breasted Crake,True
Zoothera dauma,,Scaly Thrush,,False,False,True,montane,False,False,gooddie2015,,False
Zoothera interpres,,Chestnut-capped Thrush,NT,True,True,False,lowland,True,False,gooddie2015;brickle_wcrs,,False
Zosterops atricapilla,Zosterops atricapilla,Black-capped White-eye,,False,True,True,mid,False,False,gooddie2015;ebird_ID-SM-LA,Zosterops atricapilla_Black-capped White-eye,True
Zosterops japonicus,Zosterops japonicus,Warbling White-eye,,False,False,False,unknown,False,False,ebird_ID-SM-LA,Zosterops japonicus_Warbling White-eye,True
Zosterops melanurus,,Sangkar White-eye,,False,False,False,unknown,False,False,ebird_ID-SM-LA,,False
Zosterops palpebrosus,Zosterops palpebrosus,Oriental White-eye,,False,True,True,mid,False,False,gooddie2015,Zosterops palpebrosus_Indian White-eye,True
